cds,schoolname,districtname,countyname,charter_flag,math_status,english_status,combined_status,status_level,ReportingYear
30739246030514,J. H. McGaugh Elementary,Los Alamitos Unified,Orange,,54.9,58.9,113.8,5,2018
01612596001648,Chabot Elementary,Oakland Unified,Alameda,,50.2,63.5,113.7,5,2018
37682966085088,Painted Rock Elementary,Poway Unified,San Diego,,51.2,62.4,113.6,5,2018
43697086049407,Noddin Elementary,Union Elementary,Santa Clara,,49.4,64.1,113.5,5,2018
19648656021323,Rancho Vista Elementary,Palos Verdes Peninsula Unified,Los Angeles,,48.8,64.5,113.3,5,2018
36676786108195,Rolling Ridge Elementary,Chino Valley Unified,San Bernardino,,41.9,71.4,113.3,5,2018
37680806112445,Olivenhain Pioneer Elementary,Encinitas Union Elementary,San Diego,,53.2,60.0,113.2,5,2018
19647256015309,Fremont Elementary,Long Beach Unified,Los Angeles,,44.8,68.0,112.8,5,2018
37682966110878,Adobe Bluffs Elementary,Poway Unified,San Diego,,60.9,51.9,112.8,5,2018
37683386059687,Muirlands Middle,San Diego Unified,San Diego,,41.0,71.7,112.7,5,2018
56738746055677,Brookside Elementary,Oak Park Unified,Ventura,,51.3,61.4,112.7,5,2018
07618046114326,Tassajara Hills Elementary,San Ramon Valley Unified,Contra Costa,,54.9,57.3,112.2,5,2018
12628100108688,Academy of the Redwoods,Fortuna Union High,Humboldt,,43.2,69.0,112.2,5,2018
38684786059828,Giannini (A.P.) Middle,San Francisco Unified,San Francisco,,50.6,61.6,112.2,5,2018
19649806022636,Webster Elementary,Santa Monica-Malibu Unified,Los Angeles,,52.1,59.9,112.0,5,2018
44754324430211,Scotts Valley High,Scotts Valley Unified,Santa Cruz,,33.5,78.5,112.0,5,2018
19753416022081,Parras (Nick G.) Middle,Redondo Beach Unified,Los Angeles,,49.9,62.0,111.9,5,2018
27661342733657,Pacific Grove High,Pacific Grove Unified,Monterey,,30.8,81.1,111.9,5,2018
34673300129676,Riverview STEM Elementary,Folsom-Cordova Unified,Sacramento,,46.3,65.6,111.9,5,2018
37737910111468,San Elijo Elementary,San Marcos Unified,San Diego,,42.1,69.8,111.9,5,2018
43695756047765,Easterbrook Discovery,Moreland,Santa Clara,,50.5,61.2,111.7,5,2018
56737596118582,Sycamore Canyon,Conejo Valley Unified,Ventura,,61.7,50.0,111.7,5,2018
19648656116172,Dapplegray Elementary,Palos Verdes Peninsula Unified,Los Angeles,,45.2,66.4,111.6,5,2018
38684786113245,Yu (Alice Fong) Elementary,San Francisco Unified,San Francisco,,48.8,62.8,111.6,5,2018
01611196090054,Lincoln Middle,Alameda Unified,Alameda,,39.8,71.6,111.4,5,2018
30666476097000,Woodsboro Elementary,Placentia-Yorba Linda Unified,Orange,,48.5,62.9,111.4,5,2018
01751016001416,Lydiksen Elementary,Pleasanton Unified,Alameda,,51.0,60.3,111.3,5,2018
30736506096200,Stone Creek Elementary,Irvine Unified,Orange,,49.2,62.0,111.2,5,2018
36677026119622,Grapeland Elementary,Etiwanda Elementary,San Bernardino,,39.4,71.7,111.1,5,2018
07618046110449,Sycamore Valley Elementary,San Ramon Valley Unified,Contra Costa,,57.5,53.5,111.0,5,2018
19649806061659,Lincoln Middle,Santa Monica-Malibu Unified,Los Angeles,,40.6,70.4,111.0,5,2018
31750853130150,Rocklin High,Rocklin Unified,Placer,,42.7,68.3,111.0,5,2018
37680230105965,Salt Creek Elementary,Chula Vista Elementary,San Diego,,40.3,70.7,111.0,5,2018
37683386039697,Green Elementary,San Diego Unified,San Diego,,48.5,62.5,111.0,5,2018
21653186024160,Dixie Elementary,Dixie Elementary,Marin,,49.0,61.9,110.9,5,2018
19648656021299,Montemalaga Elementary,Palos Verdes Peninsula Unified,Los Angeles,,42.3,68.5,110.8,5,2018
30736436114482,Peters Canyon Elementary,Tustin Unified,Orange,,47.2,63.5,110.7,5,2018
01611766089320,Brookvale Elementary,Fremont Unified,Alameda,,57.3,53.3,110.6,5,2018
04614246003107,Sierra View Elementary,Chico Unified,Butte,,48.9,61.7,110.6,5,2018
10621170113548,Granite Ridge Intermediate,Clovis Unified,Fresno,,44.3,66.1,110.4,5,2018
30664646118947,Chaparral Elementary,Capistrano Unified,Orange,,45.4,64.8,110.2,5,2018
07618120131714,Tice Creek,Walnut Creek Elementary,Contra Costa,,48.7,61.4,110.1,5,2018
21654586024863,Sun Valley Elementary,San Rafael City Elementary,Marin,,48.7,61.4,110.1,5,2018
43696666093074,Los Alamitos Elementary,San Jose Unified,Santa Clara,,41.7,68.4,110.1,5,2018
30736500129155,Cypress Village Elementary,Irvine Unified,Orange,,47.7,62.3,110.0,5,2018
37680316059570,Coronado Middle,Coronado Unified,San Diego,,40.6,69.3,109.9,5,2018
19647336018048,Mar Vista Elementary,Los Angeles Unified,Los Angeles,,41.9,67.9,109.8,5,2018
37683386040299,Benchley/Weinberger Elementary,San Diego Unified,San Diego,,53.3,56.5,109.8,5,2018
43695266047542,Louise Van Meter Elementary,Los Gatos Union Elementary,Santa Clara,,47.3,62.5,109.8,5,2018
43695266047526,Daves Avenue Elementary,Los Gatos Union Elementary,Santa Clara,,49.0,60.5,109.5,5,2018
21654256024657,Reed Elementary,Reed Union Elementary,Marin,,64.7,44.6,109.3,5,2018
41690396112650,Brewer Island Elementary,San Mateo-Foster City,San Mateo,,56.7,52.6,109.3,5,2018
43693776046387,Northwood Elementary,Berryessa Union Elementary,Santa Clara,,53.9,55.4,109.3,5,2018
07617546004063,Foothill Middle,Mt. Diablo Unified,Contra Costa,,39.1,70.1,109.2,5,2018
19643116011753,El Rodeo Elementary,Beverly Hills Unified,Los Angeles,,37.2,72.0,109.2,5,2018
19645356013429,Center Street Elementary,El Segundo Unified,Los Angeles,,42.3,66.9,109.2,5,2018
37735516099352,Kelly Elementary,Carlsbad Unified,San Diego,,44.4,64.8,109.2,5,2018
01611766089619,Warwick Elementary,Fremont Unified,Alameda,,48.1,61.0,109.1,5,2018
10621660108555,Design Science Middle College High,Fresno Unified,Fresno,,31.9,77.1,109.0,5,2018
19648326107171,Valencia Valley Elementary,Newhall,Los Angeles,,49.1,59.9,109.0,5,2018
30736500133389,Beacon Park,Irvine Unified,Orange,,55.9,52.8,108.7,5,2018
10621176108096,Valley Oak Elementary,Clovis Unified,Fresno,,45.9,62.7,108.6,5,2018
30664646117642,Don Juan Avila Middle,Capistrano Unified,Orange,,50.2,58.3,108.5,5,2018
56726526056154,Mound Elementary,Ventura Unified,Ventura,,43.5,64.6,108.1,5,2018
19753336115307,Manhattan Beach Middle,Manhattan Beach Unified,Los Angeles,,37.2,70.8,108.0,5,2018
21654256024616,Bel Aire Elementary,Reed Union Elementary,Marin,,53.0,55.0,108.0,5,2018
30664496027478,Olinda Elementary,Brea-Olinda Unified,Orange,,58.5,49.4,107.9,5,2018
19647336017529,Haynes Charter For Enriched Studies,Los Angeles Unified,Los Angeles,Y,41.7,66.0,107.7,5,2018
30666216097364,Anaheim Hills Elementary,Orange Unified,Orange,,44.7,63.0,107.7,5,2018
19734606023378,Evergreen Elementary,Walnut Valley Unified,Los Angeles,,47.2,60.4,107.6,5,2018
37683466104749,Diegueno Middle,San Dieguito Union High,San Diego,,56.8,50.6,107.4,5,2018
37683386089023,Hickman Elementary,San Diego Unified,San Diego,,45.0,62.3,107.3,5,2018
43695836118541,Charter School of Morgan Hill,Morgan Hill Unified,Santa Clara,Y,46.4,60.9,107.3,5,2018
10101080111682,Hume Lake Charter,Fresno County Office of Education,Fresno,Y,38.9,68.3,107.2,5,2018
19650946023527,San Jose Charter Academy,West Covina Unified,Los Angeles,Y,46.0,61.2,107.2,5,2018
43694274335907,Piedmont Hills High,East Side Union High,Santa Clara,,26.6,80.6,107.2,5,2018
19649980119230,West Creek Academy,Saugus Union,Los Angeles,,43.2,63.8,107.0,5,2018
30665226028211,A. J. Cook Elementary,Garden Grove Unified,Orange,,45.0,62.0,107.0,5,2018
19648326095442,Meadows Elementary,Newhall,Los Angeles,,47.4,59.5,106.9,5,2018
37682966111306,Mesa Verde Middle,Poway Unified,San Diego,,46.4,60.5,106.9,5,2018
30736506095137,Venado Middle,Irvine Unified,Orange,,51.8,55.0,106.8,5,2018
01611506090435,Proctor Elementary,Castro Valley Unified,Alameda,,50.1,56.6,106.7,5,2018
30665066028013,Beechwood Elementary,Fullerton Elementary,Orange,,41.2,65.5,106.7,5,2018
37683386107056,Challenger Middle,San Diego Unified,San Diego,,46.6,59.8,106.4,5,2018
19647330122556,Citizens of the World Charter School Hollywood,Los Angeles Unified,Los Angeles,Y,52.7,53.6,106.3,5,2018
30665976068399,Eastbluff Elementary,Newport-Mesa Unified,Orange,,48.2,57.8,106.0,5,2018
33670330100982,Temescal Valley Elementary,Corona-Norco Unified,Riverside,,39.2,66.8,106.0,5,2018
37682960118935,Del Norte High,Poway Unified,San Diego,,41.1,64.9,106.0,5,2018
34674396034243,Crocker/Riverside Elementary,Sacramento City Unified,Sacramento,,48.0,57.9,105.9,5,2018
42691956045504,Mountain View Elementary,Goleta Union Elementary,Santa Barbara,,48.4,57.5,105.9,5,2018
01612596002216,Thornhill Elementary,Oakland Unified,Alameda,,42.0,63.8,105.8,5,2018
07618046097166,Pine Valley Middle,San Ramon Valley Unified,Contra Costa,,46.5,59.3,105.8,5,2018
19645686013809,Mountain Avenue Elementary,Glendale Unified,Los Angeles,,35.7,70.0,105.7,5,2018
41688666043442,Cipriani Elementary,Belmont-Redwood Shores Elementary,San Mateo,,55.7,50.0,105.7,5,2018
19647336094726,Community Magnet Charter Elementary,Los Angeles Unified,Los Angeles,Y,49.6,56.0,105.6,5,2018
36676780100586,Michael G. Wickman Elementary,Chino Valley Unified,San Bernardino,,42.8,62.8,105.6,5,2018
41689736044259,Spring Valley Elementary,Millbrae Elementary,San Mateo,,50.2,55.2,105.4,5,2018
30736356085336,De Portola Elementary,Saddleback Valley Unified,Orange,,47.4,57.8,105.2,5,2018
30665226028609,Loyal Barker Elementary,Garden Grove Unified,Orange,,40.2,64.9,105.1,5,2018
37683386099055,Doyle Elementary,San Diego Unified,San Diego,,51.8,53.3,105.1,5,2018
19647256015580,Prisk Elementary,Long Beach Unified,Los Angeles,,39.7,65.1,104.8,5,2018
21653346068308,Adaline E. Kent Middle,Kentfield Elementary,Marin,,38.6,66.2,104.8,5,2018
43694196046932,Christa McAuliffe Elementary,Cupertino Union,Santa Clara,,53.2,51.6,104.8,5,2018
30664640108704,Oso Grande Elementary,Capistrano Unified,Orange,,47.9,56.8,104.7,5,2018
30736356106926,Trabuco Mesa Elementary,Saddleback Valley Unified,Orange,,39.1,65.5,104.6,5,2018
10621096005839,Clay Elementary,Clay Joint Elementary,Fresno,,43.4,61.1,104.5,5,2018
19753416022107,Lincoln Elementary,Redondo Beach Unified,Los Angeles,,46.0,58.5,104.5,5,2018
31668296031108,Greenhills Elementary,Eureka Union,Placer,,49.3,55.2,104.5,5,2018
19734606023394,Vejar Elementary,Walnut Valley Unified,Los Angeles,,60.0,44.3,104.3,5,2018
30666476109102,Bryant Ranch Elementary,Placentia-Yorba Linda Unified,Orange,,39.3,65.0,104.3,5,2018
19646006095434,Hermosa Valley Elementary,Hermosa Beach City Elementary,Los Angeles,,44.5,59.7,104.2,5,2018
36679340110064,University Preparatory,Victor Valley Union High,San Bernardino,,34.8,69.4,104.2,5,2018
19647256015408,Kettering Elementary,Long Beach Unified,Los Angeles,,41.1,62.9,104.0,5,2018
09619780108258,Lakeview Elementary,Rescue Union Elementary,El Dorado,,48.1,55.8,103.9,5,2018
36678436036511,Kimberly Elementary,Redlands Unified,San Bernardino,,38.0,65.8,103.8,5,2018
30736506100838,Alderwood Elementary,Irvine Unified,Orange,,45.2,58.5,103.7,5,2018
38684786041438,Miraloma Elementary,San Francisco Unified,San Francisco,,42.5,61.2,103.7,5,2018
37683380123778,Old Town Academy K-8 Charter,San Diego Unified,San Diego,Y,46.1,57.5,103.6,5,2018
01611270130450,Albany High,Albany City Unified,Alameda,,42.5,60.9,103.4,5,2018
40688096043244,Los Ranchos Elementary,San Luis Coastal Unified,San Luis Obispo,,45.1,58.2,103.3,5,2018
19734606023402,Walnut Elementary,Walnut Valley Unified,Los Angeles,,51.0,51.9,102.9,5,2018
30664646114524,Wagon Wheel Elementary,Capistrano Unified,Orange,,42.7,60.2,102.9,5,2018
19644856089148,Leffingwell Elementary,East Whittier City Elementary,Los Angeles,,39.7,63.1,102.8,5,2018
30736506115786,Plaza Vista,Irvine Unified,Orange,,56.8,46.0,102.8,5,2018
42691386045280,Jonata Middle,Buellton Union Elementary,Santa Barbara,,38.2,64.5,102.7,5,2018
19644446012694,Farragut Elementary,Culver City Unified,Los Angeles,,44.7,57.8,102.5,5,2018
43697086049332,Dartmouth Middle,Union Elementary,Santa Clara,,44.8,57.7,102.5,5,2018
39686500108035,Park View Elementary,Ripon Unified,San Joaquin,,44.9,57.5,102.4,5,2018
07617476003933,Los Perales Elementary,Moraga Elementary,Contra Costa,,43.2,59.0,102.2,5,2018
34673306112916,Natoma Station Elementary,Folsom-Cordova Unified,Sacramento,,47.3,54.9,102.2,5,2018
39767600114645,Bethany Elementary,Lammersville Joint Unified,San Joaquin,,48.6,53.6,102.2,5,2018
43696666048474,Booksin Elementary,San Jose Unified,Santa Clara,,39.6,62.5,102.1,5,2018
31750856118392,Rocklin Academy,Rocklin Unified,Placer,Y,45.1,56.9,102.0,5,2018
19646836099030,Willow Elementary,Las Virgenes Unified,Los Angeles,,45.3,56.5,101.8,5,2018
19647336019939,Westwood Charter Elementary,Los Angeles Unified,Los Angeles,Y,41.4,60.4,101.8,5,2018
30664496027460,Mariposa Elementary,Brea-Olinda Unified,Orange,,40.0,61.7,101.7,5,2018
38684786041305,Lafayette Elementary,San Francisco Unified,San Francisco,,44.6,56.9,101.5,5,2018
